date,Mkt-RF,SMB,HML,RMW,CMA,RF
20090831,-0.86,-0.53,-0.62,-0.26,-0.15,0.001
20090901,-2.15,-0.16,-2.06,1.1,-0.45,0
20090902,-0.28,-0.03,-0.68,0.22,0.17,0
20090903,0.93,0.21,1.11,-0.46,0.11,0
20090904,1.31,0.26,0.26,0.15,0.19,0
20090908,0.88,0.17,0.06,0.19,0.01,0
20090909,0.9,0.94,0.7,-0.21,0.13,0
20090910,1.08,0.59,0.92,-0.2,0.2,0
20090911,-0.1,0.06,-0.08,0.35,0.05,0
20090914,0.65,0.23,0.64,-0.25,0.35,0
20090915,0.44,0.6,0.55,-0.05,-0.01,0
20090916,1.55,0.52,1.3,-0.63,-0.12,0
20090917,-0.3,-0.02,-0.27,-0.03,-0.16,0
20090918,0.23,0.15,-0.17,0.19,0.12,0
20090921,-0.27,-0.18,-0.64,-0.11,0.01,0
20090922,0.66,0.12,1.49,-0.38,0.14,0
20090923,-1,-0.01,-0.91,0.16,-0.18,0
20090924,-1.07,-0.8,-1.33,0.52,-0.36,0
20090925,-0.64,0.1,-0.52,0.25,0.02,0
20090928,1.79,0.52,1.1,-0.44,0.3,0
20090929,-0.12,0.02,0.37,0.42,0.03,0
20090930,-0.4,-0.63,-0.63,0.27,-0.17,0
20091001,-2.63,-0.78,-1.39,0.76,-0.24,0
20091002,-0.49,-0.31,-0.13,-0.11,0.03,0
20091005,1.54,0.36,1.81,-0.35,0.38,0
20091006,1.42,0.52,0.24,0.1,-0.17,0
20091007,0.28,-0.3,0.58,-0.37,-0.12,0
20091008,0.82,0.31,0.38,0.84,0.02,0
20091009,0.59,0.57,-0.22,-0.12,0.06,0
20091012,0.36,-0.48,0.32,0.04,0.23,0
20091013,-0.22,0.05,-0.16,-0.02,-0.01,0
20091014,1.73,0.17,1.17,-0.61,0.26,0
20091015,0.35,-0.29,-0.46,0.8,-0.27,0
20091016,-0.82,-0.16,-1.25,0.76,-0.38,0
20091019,0.92,0.03,0.01,0.46,0.08,0
20091020,-0.69,-0.76,-0.55,0.38,-0.38,0
20091021,-0.9,-0.16,-0.56,0.78,-0.08,0
20091022,1.05,0.1,0.64,-0.43,0.35,0
20091023,-1.23,-0.91,-1.02,0.42,-1.02,0
20091026,-1.2,-0.18,-1.35,0.82,-0.08,0
20091027,-0.51,-0.7,-0.61,0.22,0.12,0
20091028,-2.16,-1.72,-1.35,0.09,-0.32,0
20091029,2.2,0.03,1.67,-0.72,0.29,0
20091030,-2.8,-0.35,-1.92,0.61,-0.26,0
20091102,0.54,-0.77,-0.32,0.33,-0.07,0
20091103,0.46,1.13,0.74,-0.21,0.26,0
20091104,0.03,-1.16,-0.51,0.38,-0.22,0
20091105,2.07,1.27,0.65,0.07,0.4,0
20091106,0.24,-0.33,-0.49,-0.07,0.02,0
20091109,2.17,-0.27,1.36,-0.13,0.27,0
20091110,-0.05,-0.79,-0.07,0.66,0,0
20091111,0.52,0.31,0.32,-0.66,0.31,0
20091112,-1.12,-1.01,-0.76,0.16,-0.07,0
20091113,0.61,0.32,-0.05,0.18,0.05,0
20091116,1.54,1.3,0.15,0.28,0.35,0
20091117,0.14,-0.24,-0.06,-0.05,-0.17,0
20091118,-0.13,-0.4,0.44,-0.31,0.05,0
20091119,-1.39,-0.88,-0.6,0.12,-0.12,0
20091120,-0.33,0.13,-0.44,0.06,-0.19,0
20091123,1.3,0.41,-0.1,0.06,-0.3,0
20091124,-0.09,-0.2,-0.47,0.21,0.03,0
20091125,0.47,-0.43,0.11,0.24,-0.02,0
20091127,-1.74,-0.65,-0.8,0.35,-0.12,0
20091130,0.28,-0.27,0.74,-0.82,-0.26,0
20091201,1.28,0.54,-0.3,0.26,0.15,0
20091202,0.18,1,-0.35,0.07,0.17,0
20091203,-0.86,-0.28,-0.31,0.36,0.09,0
20091204,0.7,1.7,0.77,-0.33,0.39,0
20091207,-0.15,0.54,-0.27,0.55,0.25,0
20091208,-0.97,0.02,-0.13,-0.08,0,0
20091209,0.32,-0.19,-0.02,-0.05,-0.06,0
20091210,0.5,-0.93,-0.1,0.51,-0.26,0
20091211,0.43,0.43,0.49,0.22,0.25,0
20091214,0.8,0.73,0.32,-0.21,-0.66,0
20091215,-0.48,0.17,-0.61,0.42,-0.32,0
20091216,0.19,0.51,0.71,-0.43,0.06,0
20091217,-1.18,0.13,-0.36,0.37,-0.28,0
20091218,0.68,0.26,0.19,-0.61,-0.56,0
20091221,1.03,0.28,0.31,0.15,0.2,0
20091222,0.43,0.55,-0.11,-0.07,0.41,0
20091223,0.36,0.87,-0.4,0.42,-0.18,0
20091224,0.51,-0.08,0.19,-0.16,-0.04,0
20091228,0.08,-0.16,-0.29,0.17,-0.16,0
20091229,-0.09,0.08,-0.08,-0.01,-0.01,0
20091230,0,-0.07,-0.1,-0.19,0.21,0
20091231,-0.99,-0.17,0.39,-0.47,0.16,0
20100104,1.69,0.79,1.13,-0.18,0.21,0
20100105,0.31,-0.41,1.24,-0.2,0.19,0
20100106,0.13,-0.13,0.57,-0.05,0.2,0
20100107,0.4,0.25,0.98,-0.69,0.22,0
20100108,0.33,0.32,0.01,0.22,-0.37,0
20100111,0.13,-0.13,-0.25,0.19,0.58,0
20100112,-1,-0.36,-1.28,0.5,-0.04,0
20100113,0.85,0.32,0.33,-0.36,0.08,0
20100114,0.24,0.24,0.08,-0.3,-0.01,0
20100115,-1.12,-0.19,-0.39,0.61,-0.14,0
20100119,1.26,0.42,-0.21,-0.1,0.01,0
20100120,-0.98,-0.54,0.25,-0.57,-0.14,0
20100121,-1.74,0.13,-1.12,-0.01,-0.46,0
20100122,-2.14,0.51,-0.89,0.46,0,0
20100125,0.37,-0.2,0.33,0.08,0.11,0
20100126,-0.45,-0.23,-0.48,0.38,-0.05,0
20100127,0.53,0.23,0.22,-0.94,-0.04,0
20100128,-1.18,-0.51,0.43,-0.04,0.08,0
20100129,-0.97,-0.08,-0.42,-0.19,0.18,0
20100201,1.39,-0.14,0.88,-0.17,0.71,0
20100202,1.21,-0.27,0.64,0.3,0.72,0
20100203,-0.49,0.02,-0.37,0.23,-0.09,0
20100204,-3.14,-0.33,-1.18,0.44,-0.06,0
20100205,0.29,-0.06,0.01,-0.65,-0.15,0
20100208,-0.79,-0.05,-0.36,0.14,0.16,0
20100209,1.33,0.37,0.57,0.33,0.4,0
20100210,-0.17,0.29,0.31,-0.53,-0.07,0
20100211,1.13,0.67,0.05,0.05,-0.2,0
20100212,-0.07,0.97,0.15,-0.2,0.27,0
20100216,1.75,-0.13,1.01,0.02,0.09,0
20100217,0.49,0.15,0.12,0.2,-0.05,0
20100218,0.62,0.1,0.01,0.25,-0.12,0
20100219,0.28,0.09,0.48,-0.24,-0.02,0
20100222,-0.05,0.01,0.6,-0.76,-0.11,0
20100223,-1.24,0.19,-0.94,0.33,-0.03,0
20100224,0.94,-0.27,0.54,-0.24,0,0
20100225,-0.13,0.27,0.26,0.14,-0.05,0
20100226,0.13,-0.42,0.42,0.09,-0.04,0
20100301,1.2,1.21,0.04,0.08,0.51,0
20100302,0.32,0.63,0.19,-0.18,-0.08,0
20100303,0.09,0.14,0.09,0.05,0.28,0
20100304,0.37,0.16,0.2,-0.01,0.25,0
20100305,1.43,0.52,0.63,-0.17,0.24,0
20100308,0.02,0.13,0.3,-0.18,0.12,0
20100309,0.21,0.25,-0.09,-0.01,0.02,0
20100310,0.53,0.17,0.71,-0.51,0.3,0
20100311,0.43,-0.06,-0.09,-0.23,0.13,0
20100312,-0.02,0.01,-0.26,0.51,-0.08,0
20100315,-0.02,-0.36,-0.45,0.19,-0.07,0
20100316,0.78,-0.08,0.57,-0.2,0.17,0
20100317,0.57,0.08,0.36,-0.13,0.06,0
20100318,-0.1,-0.25,-0.57,0.11,0.08,0
20100319,-0.62,-0.65,-0.63,0.05,-0.49,0
20100322,0.67,0.84,0.04,0.12,0.08,0
20100323,0.8,0.38,0.33,-0.03,0.12,0
20100324,-0.6,-0.5,0.8,-0.38,0.06,0
20100325,-0.26,-0.49,-0.25,-0.11,-0.04,0
20100326,0.06,-0.08,0.26,0.04,0.13,0
20100329,0.59,-0.04,0.2,0.27,0.12,0
20100330,0.04,0.22,-0.45,0.32,-0.19,0
20100331,-0.36,-0.45,0.2,-0.24,-0.07,0
20100401,0.75,0.07,0.79,0.12,0.38,0.001
20100405,0.95,1.13,0.85,-0.15,0.31,0.001
20100406,0.19,0.34,0.48,-0.26,-0.12,0.001
20100407,-0.48,0.2,0.27,-0.1,0.17,0.001
20100408,0.31,-0.24,0.36,-0.04,0.23,0.001
20100409,0.66,-0.15,0.15,0.27,0.22,0.001
20100412,0.23,0.33,0.07,-0.01,0.24,0.001
20100413,0.07,0.11,-0.07,0.15,0.03,0.001
20100414,1.24,1.04,1.43,-1.14,0.53,0.001
20100415,0.11,0.54,-0.04,0.18,-0.19,0.001
20100416,-1.53,0.5,-1.88,1.09,-0.25,0.001
20100419,0.28,-0.89,-0.04,-0.11,0.2,0.001
20100420,0.88,0.75,0.58,-0.18,-0.02,0.001
20100421,-0.06,0.71,0.18,0.42,-0.19,0.001
20100422,0.37,0.85,0.54,-0.1,0.12,0.001
20100423,0.7,0.37,0.59,-0.06,0.16,0.001
20100426,-0.43,0.39,-0.4,0.78,0.27,0.001
20100427,-2.34,-0.05,-1.35,0.48,-0.67,0.001
20100428,0.56,-0.61,0.7,-0.58,0.35,0.001
20100429,1.34,0.53,0.56,-0.54,0.51,0.001
20100430,-1.72,-1.09,-0.88,0.38,-0.54,0.001
20100503,1.36,0.76,0.6,-0.19,0.4,0.001
20100504,-2.5,-0.64,-0.92,0.26,-0.22,0.001
20100505,-0.75,-0.83,-0.59,0.03,-0.45,0.001
20100506,-3.27,-0.38,-0.9,0.8,-0.31,0.001
20100507,-1.75,-1.34,-0.5,0.22,-0.19,0.001
20100510,4.47,1.06,1.21,-0.54,0.18,0.001
20100511,-0.17,1.13,-0.14,-0.11,0.03,0.001
20100512,1.63,1.45,0.15,0.08,0.2,0.001
20100513,-1.12,0.32,-0.32,0.17,-0.18,0.001
20100514,-1.92,-0.34,-0.76,0.4,-0.29,0.001
20100517,0.11,0.03,-0.59,0.16,0.14,0.001
20100518,-1.41,-0.31,-0.96,0.63,-0.3,0.001
20100519,-0.63,-0.9,0.03,-0.25,0.16,0.001
20100520,-3.99,-1.07,-1.19,0.51,-0.29,0.001
20100521,1.44,-0.21,1.58,-0.81,0.12,0.001
20100524,-1.19,0.19,-0.89,0.67,-0.07,0.001
20100525,-0.03,-0.41,0.56,-0.53,0.16,0.001
20100526,-0.35,0.92,0.4,-0.27,0.14,0.001
20100527,3.45,0.83,1.61,-0.39,0.72,0.001
20100528,-1.18,0.04,-0.68,0.35,-0.01,0.001
20100601,-1.89,-1.28,-1.63,0.09,-0.28,0.001
20100602,2.63,0.28,0.41,-0.36,0.01,0.001
20100603,0.54,0.66,-0.28,0.27,-0.27,0.001
20100604,-3.62,-1.3,-0.67,0.1,-0.26,0.001
20100607,-1.52,-1.19,-1.01,0.5,-0.67,0.001
20100608,0.91,-1.38,0.11,-0.13,0.22,0.001
20100609,-0.46,0.74,-0.2,0.46,0.24,0.001
20100610,2.95,0.48,0.87,0.13,0.36,0.001
20100611,0.62,0.94,0.05,-0.11,0.06,0.001
20100614,-0.06,0.63,0,0.21,0.24,0.001
20100615,2.36,0.2,0.89,-0.24,0.09,0.001
20100616,-0.11,-0.26,-0.31,-0.03,-0.32,0.001
20100617,0.08,-0.21,-0.49,-0.2,-0.04,0.001
20100618,0.13,-0.02,0.24,-0.21,-0.14,0.001
20100621,-0.47,-0.56,-0.02,0.2,0.1,0.001
20100622,-1.63,-0.48,-0.74,-0.26,-0.29,0.001
20100623,-0.29,0,0.22,-0.16,0.03,0.001
20100624,-1.65,0,-0.9,-0.06,-0.21,0.001
20100625,0.48,1.21,1.07,-1.22,-0.24,0.001
20100628,-0.23,-0.12,-0.77,0.34,0.02,0.001
20100629,-3.23,-0.79,-1.29,0.46,-0.24,0.001
20100630,-0.98,0,-0.35,-0.02,-0.02,0.001
20100701,-0.4,-0.37,-0.42,0.48,0.13,0.001
20100702,-0.5,-0.33,-0.45,0.1,-0.36,0.001
20100706,0.33,-1.96,0.11,0.03,-0.44,0.001
20100707,3.17,0.06,0.43,-0.74,0.94,0.001
20100708,1,0.56,0,0.07,0.12,0.001
20100709,0.81,0.69,0.61,-0.64,0.48,0.001
20100712,-0.11,-1.16,0.12,0.28,-0.12,0.001
20100713,1.76,1.62,0.63,-0.67,0.9,0.001
20100714,-0.04,-0.2,-0.81,0.52,-0.32,0.001
20100715,0.02,-0.87,-0.13,0.32,-0.1,0.001
20100716,-2.94,-0.62,-0.93,0.94,-0.68,0.001
20100719,0.54,-0.2,-0.21,0.06,0.19,0.001
20100720,1.23,0.62,0.06,-0.03,0.5,0.001
20100721,-1.3,-0.38,-0.44,0.35,-0.05,0.001
20100722,2.37,1.26,0.58,-0.73,0.72,0.001
20100723,1.05,1.41,-0.27,-0.3,0.45,0.001
20100726,1.23,0.89,0.15,-0.53,0.26,0.001
20100727,-0.23,-0.31,0.35,0.42,-0.31,0.001
20100728,-0.82,-0.85,0.03,0.37,-0.27,0.001
20100729,-0.36,0.4,0.64,-0.16,-0.11,0.001
20100730,0.06,0.07,-0.2,-0.06,0.02,0.001
20100802,2.09,-0.53,0.14,-0.3,0.38,0.001
20100803,-0.56,-0.36,-0.5,0.16,-0.66,0.001
20100804,0.74,0.37,-0.11,-0.27,0.21,0.001
20100805,-0.22,-0.86,0.13,0.03,0.14,0.001
20100806,-0.36,-0.19,-0.38,0.1,-0.24,0.001
20100809,0.62,0.62,0.07,-0.15,0.02,0.001
20100810,-0.79,-1.26,-0.23,0.36,-0.25,0.001
20100811,-2.91,-1.08,-0.64,1.02,-0.57,0.001
20100812,-0.5,0.02,-0.06,0.53,-0.19,0.001
20100813,-0.47,-0.77,0.25,-0.19,0.03,0.001
20100816,0.1,0.88,-0.18,-0.09,0.09,0.001
20100817,1.31,0.5,-0.26,-0.23,0.17,0.001
20100818,0.21,0.08,0.08,0.04,0.32,0.001
20100819,-1.74,-0.87,-0.41,0.37,-0.4,0.001
20100820,-0.28,0.23,-0.23,-0.16,-0.2,0.001
20100823,-0.5,-0.9,-0.4,0.23,-0.37,0.001
20100824,-1.48,0.15,0.15,0.16,-0.13,0.001
20100825,0.45,1.03,0,-0.2,0,0.001
20100826,-0.76,-0.09,-0.24,0.14,-0.17,0.001
20100827,1.82,0.94,0.37,-0.91,0.2,0.001
20100830,-1.54,-0.84,-0.42,0.32,-0.32,0.001
20100831,0.01,-0.19,0.81,-0.45,0.25,0.001
20100901,3.05,0.71,0.47,-0.29,0.39,0.001
20100902,0.97,0.25,-0.36,-0.13,0.52,0.001
20100903,1.35,0.36,0.22,-0.22,0.17,0.001
20100907,-1.23,-0.87,-0.77,0.44,-0.53,0.001
20100908,0.65,0.06,0.18,-0.31,0,0.001
20100909,0.44,-0.42,0.57,-0.01,0.02,0.001
20100910,0.45,-0.08,-0.16,0.18,-0.01,0.001
20100913,1.3,1.15,0.24,-0.37,0.27,0.001
20100914,-0.06,-0.29,-0.52,0.22,-0.16,0.001
20100915,0.36,0.1,-0.18,0.19,-0.27,0.001
20100916,-0.07,-0.54,-0.67,0.24,-0.21,0.001
20100917,0.15,0.56,-0.61,0.2,-0.24,0.001
20100920,1.6,1.14,0.23,-0.23,0.34,0.001
20100921,-0.31,-0.32,-0.3,0.05,-0.29,0.001
20100922,-0.52,-0.58,-0.6,0.6,-0.19,0.001
20100923,-0.78,-0.16,-0.69,0.26,-0.15,0.001
20100924,2.19,0.97,0.51,-0.69,0.51,0.001
20100927,-0.46,0.18,-0.49,0.15,-0.06,0.001
20100928,0.58,0.53,0.11,-0.23,0.2,0.001
20100929,-0.17,0.65,-0.24,-0.1,0.06,0.001
20100930,-0.26,0.1,0.29,-0.1,-0.02,0.001
20101001,0.43,0.03,0.21,0.12,0.27,0.001
20101004,-0.88,-0.72,-0.05,0.03,0.06,0.001
20101005,2.11,0.78,0.16,-0.19,0.1,0.001
20101006,-0.1,-0.37,0.46,0.21,0.24,0.001
20101007,-0.16,0.06,-0.29,0.03,0.02,0.001
20101008,0.74,0.86,-0.19,-0.3,0.4,0.001
20101011,0.04,0.06,-0.2,0.36,0.04,0.001
20101012,0.39,0,0.24,-0.21,0.03,0.001
20101013,0.78,0.84,-0.34,-0.04,-0.05,0.001
20101014,-0.38,0.29,-0.4,0.24,-0.19,0.001
20101015,0.18,-0.17,-1.29,0.59,-0.65,0.001
20101018,0.69,0.13,0.91,-0.27,0.18,0.001
20101019,-1.67,-0.73,0.26,0.24,-0.17,0.001
20101020,1.06,0.09,0.09,0.19,0.28,0.001
20101021,0.11,-0.56,-0.5,0.45,-0.21,0.001
20101022,0.29,0.44,-0.4,-0.26,-0.24,0.001
20101025,0.31,0.43,-0.52,-0.06,-0.05,0.001
20101026,0.02,-0.02,-0.18,0.3,-0.14,0.001
20101027,-0.24,-0.26,-0.23,-0.43,-0.09,0.001
20101028,0.08,-0.61,-0.08,0.11,-0.21,0.001
20101029,0.07,0.33,-0.12,0.11,0.11,0.001
20101101,-0.01,-0.65,-0.2,0.28,0,0.001
20101102,0.9,1.26,-0.23,0.09,0.07,0.001
20101103,0.38,-0.07,0.2,-0.17,0.18,0.001
20101104,1.94,0.51,1.06,-0.77,0.88,0.001
20101105,0.41,-0.04,0.65,-0.3,0.49,0.001
20101108,-0.12,0.43,-0.49,0.24,-0.17,0.001
20101109,-0.78,-0.46,-0.47,0.69,-0.17,0.001
20101110,0.53,0.65,0.6,-0.45,0.35,0.001
20101111,-0.35,-0.04,-0.16,0.18,0.16,0.001
20101112,-1.29,-0.47,-0.05,0.16,-0.04,0.001
20101115,-0.09,0.22,0.32,-0.04,0.15,0.001
20101116,-1.58,-0.35,-0.11,0.34,-0.13,0.001
20101117,0.07,0.32,-0.29,0.19,0.22,0.001
20101118,1.57,0.32,-0.3,-0.25,-0.07,0.001
20101119,0.31,0.17,-0.21,-0.12,0.11,0.001
20101122,-0.02,0.52,-0.97,0.17,-0.33,0.001
20101123,-1.38,0.5,-0.27,0.4,-0.37,0.001
20101124,1.59,0.63,0.04,-0.37,0.24,0.001
20101126,-0.67,0.27,-0.36,0.21,-0.08,0.001
20101129,-0.13,0.07,0.43,-0.13,0.09,0.001
20101130,-0.59,-0.2,0.01,-0.01,0.01,0.001
20101201,2.12,-0.1,0.01,-0.38,0.38,0.001
20101202,1.23,-0.25,0.64,-0.44,0.74,0.001
20101203,0.35,0.38,0.07,-0.09,0.23,0.001
20101206,-0.03,0.74,-0.05,-0.1,0.14,0.001
20101207,0.1,0.37,0.04,-0.02,-0.09,0.001
20101208,0.32,-0.47,0.69,-0.36,0.18,0.001
20101209,0.42,0.03,0.61,-0.4,0.51,0.001
20101210,0.67,0.46,0.24,-0.22,0.18,0.001
20101213,-0.08,-0.57,0.05,-0.18,-0.05,0.001
20101214,0.09,-0.06,-0.12,0.37,-0.08,0.001
20101215,-0.49,0.13,-0.55,0.18,-0.09,0.001
20101216,0.7,0.43,-0.13,-0.23,0.01,0.001
20101217,0.15,0.17,-0.16,-0.33,0.26,0.001
20101220,0.23,0.05,0.31,-0.28,0.17,0.001
20101221,0.68,0.38,0.75,-0.56,0.29,0.001
20101222,0.29,-0.33,0.82,-0.23,0.21,0.001
20101223,-0.16,0.05,-0.3,0.21,-0.17,0.001
20101227,0.08,0.26,0.47,-0.36,0.16,0.001
20101228,0,-0.43,0.17,-0.01,-0.15,0.001
20101229,0.17,0.1,-0.15,0.05,-0.09,0.001
20101230,-0.11,0.13,-0.05,0.2,0.05,0.001
20101231,-0.1,-0.61,0.23,-0.14,0.13,0.001
20110103,1.18,0.56,0.78,-0.42,0.17,0
20110104,-0.26,-1.33,0.06,0.02,0.04,0
20110105,0.59,0.61,0.14,-0.42,0.07,0
20110106,-0.15,-0.13,-0.34,-0.12,-0.07,0
20110107,-0.21,-0.26,-0.28,0.18,-0.15,0
20110110,-0.02,0.49,-0.16,-0.4,0.04,0
20110111,0.39,0.1,0.18,-0.27,0.08,0
20110112,0.87,-0.05,0.28,-0.35,0.33,0
20110113,-0.17,0.14,-0.35,0.49,0.11,0
20110114,0.69,0.04,0.59,-0.69,0.14,0
20110118,0.18,-0.01,-0.52,0.41,-0.15,0
20110119,-1.24,-1.33,-0.53,0.93,-0.45,0
20110120,-0.29,-0.97,0.7,0.57,0.39,0
20110121,0.11,-0.84,0.6,-0.15,0.33,0
20110124,0.65,0.2,-0.29,-0.16,0.33,0
20110125,0.02,0.01,0.11,0.33,-0.09,0
20110126,0.6,1.36,-0.22,-0.25,0.07,0
20110127,0.26,-0.04,0.35,-0.14,0,0
20110128,-1.88,-0.81,-0.03,0.08,-0.39,0
20110131,0.71,0.02,-0.28,-0.32,0.08,0
20110201,1.75,0.54,0.52,-0.31,0.18,0.001
20110202,-0.26,-0.1,-0.4,-0.08,-0.03,0.001
20110203,0.26,-0.01,-0.05,0.11,0.27,0.001
20110204,0.29,-0.03,-0.53,-0.2,-0.02,0.001
20110207,0.7,0.3,0.59,-0.31,0.25,0.001
20110208,0.48,0.23,0,0.09,0.09,0.001
20110209,-0.31,-0.19,-0.08,0.32,-0.14,0.001
20110210,0.12,0.32,-0.3,-0.13,0.1,0.001
20110211,0.67,0.39,0.52,-0.37,0.37,0.001
20110214,0.3,0.25,-0.16,-0.11,-0.08,0.001
20110215,-0.38,-0.31,0.3,0.15,-0.12,0.001
20110216,0.68,0.39,0.26,-0.1,0.29,0.001
20110217,0.37,0.36,0.18,-0.42,0.28,0.001
20110218,0.12,-0.12,0.01,0.16,0.02,0.001
20110222,-2.19,-0.5,-0.31,0.73,-0.57,0.001
20110223,-0.78,-1.08,0.42,-0.13,-0.21,0.001
20110224,0.04,0.64,-0.35,-0.25,-0.15,0.001
20110225,1.22,0.98,0.25,-0.72,0.46,0.001
20110228,0.42,-0.39,0.24,-0.19,-0.19,0.001
20110301,-1.58,-0.29,-0.05,0.4,-0.46,0
20110302,0.28,0.27,-0.28,-0.02,0.18,0
20110303,1.76,0.47,-0.05,-0.33,0.15,0
20110304,-0.67,0.26,-0.55,0.17,-0.22,0
20110307,-0.96,-0.65,0.09,0.35,-0.22,0
20110308,0.97,0.52,0.69,-0.05,0.28,0
20110309,-0.17,-0.21,0.33,0.5,-0.25,0
20110310,-1.93,-0.73,-0.32,0.67,-0.56,0
20110311,0.69,-0.35,0.14,-0.38,0.21,0
20110314,-0.59,0.08,-0.41,0.17,-0.02,0
20110315,-1.05,0.27,-0.16,0.35,0.01,0
20110316,-1.77,0.64,-0.12,-0.03,0.19,0
20110317,1.12,-0.74,0.59,-0.26,0.14,0
20110318,0.49,0.57,0.2,0.04,0.32,0
20110321,1.58,0.89,-0.24,-0.35,0.02,0
20110322,-0.34,-0.08,-0.05,0.11,-0.2,0
20110323,0.31,0.12,-0.44,0.07,0.09,0
20110324,0.96,-0.19,-0.42,-0.25,0.36,0
20110325,0.41,0.47,-0.02,0.11,0.05,0
20110328,-0.35,0.07,-0.22,0.35,-0.16,0
20110329,0.74,0.23,-0.24,-0.16,0.15,0
20110330,0.79,0.45,0.06,0.02,0.08,0
20110331,-0.11,0.57,-0.31,0.16,-0.07,0
20110401,0.52,-0.08,0.21,0.15,0.05,0
20110404,0.09,0.23,-0.12,0.15,-0.06,0
20110405,0.08,0.48,-0.22,0.1,0.29,0
20110406,0.21,-0.17,0.64,-0.17,0.22,0
20110407,-0.2,-0.22,-0.19,0.21,-0.14,0
20110408,-0.47,-0.53,-0.28,0.07,-0.22,0
20110411,-0.39,-0.62,-0.05,0.41,-0.23,0
20110412,-0.84,-0.67,0.08,0.49,-0.19,0
20110413,0.11,0.09,-0.71,-0.07,-0.14,0
20110414,0,0.35,-0.35,-0.06,-0.2,0
20110415,0.44,0.53,-0.09,-0.02,0.28,0
20110418,-1.15,-0.4,-0.33,0.27,-0.26,0
20110419,0.5,-0.35,-0.18,0.02,0.24,0
20110420,1.45,0.51,-0.57,-0.36,0.09,0
20110421,0.56,0.33,-0.07,-0.03,0.04,0
20110425,-0.16,-0.05,-0.04,0.05,-0.27,0
20110426,0.89,0.08,-0.01,-0.2,0.41,0
20110427,0.66,-0.08,-0.23,0.21,-0.33,0
20110428,0.32,-0.09,0.17,-0.01,-0.23,0
20110429,0.29,0.2,-0.08,-0.23,-0.17,0
20110502,-0.28,-0.89,-0.2,0.47,-0.32,0
20110503,-0.5,-0.94,0.42,0.54,-0.05,0
20110504,-0.74,-0.56,-0.1,0.52,-0.31,0
20110505,-0.82,0.46,-0.32,0.27,0.22,0
20110506,0.46,0.08,-0.16,-0.26,-0.11,0
20110509,0.55,0.66,-0.49,-0.01,-0.06,0
20110510,0.86,0.67,0.26,0,-0.08,0
20110511,-1.09,-0.64,-0.42,0.68,-0.43,0
20110512,0.52,0.3,-0.42,0.07,-0.09,0
20110513,-0.88,-0.47,-0.33,0.25,-0.21,0
20110516,-0.76,-0.97,0.43,0.17,0.06,0
20110517,-0.11,-0.41,0.16,0.04,-0.28,0
20110518,1.02,0.64,-0.29,-0.33,0.23,0
20110519,0.22,0,-0.12,0.17,-0.06,0
20110520,-0.73,0.04,-0.19,-0.24,0,0
20110523,-1.29,-0.52,0.03,0.31,-0.31,0
20110524,-0.14,-0.27,-0.05,0.1,0.02,0
20110525,0.45,0.99,-0.35,-0.44,0.16,0
20110526,0.52,0.68,-0.12,-0.08,0.02,0
20110527,0.49,0.21,0.23,-0.14,0.11,0
20110531,1.04,0.38,-0.04,-0.19,-0.01,0
20110601,-2.33,-0.73,-0.29,0.61,-0.68,0
20110602,-0.1,-0.02,0.1,-0.43,-0.07,0
20110603,-1.1,-0.5,0.16,0.19,-0.05,0
20110606,-1.18,-0.35,-0.32,0.55,-0.23,0
20110607,-0.04,0.32,-0.1,-0.11,-0.05,0
20110608,-0.54,-0.66,0.05,0.53,-0.37,0
20110609,0.75,0,0.01,0.07,0.12,0
20110610,-1.37,-0.19,0.43,-0.07,-0.1,0
20110613,0.01,-0.44,0.4,0.35,-0.46,0
20110614,1.36,0.99,-0.4,0.15,0.31,0
20110615,-1.72,-0.04,-0.15,0.33,-0.28,0
20110616,0.12,0.01,0.47,0.36,-0.14,0
20110617,0.25,-0.37,0.68,0.02,0.17,0
20110620,0.58,0.37,-0.1,0.17,-0.04,0
20110621,1.52,0.95,-0.4,-0.27,0.15,0
20110622,-0.62,-0.11,0.02,-0.07,0.13,0
20110623,-0.14,0.59,-0.82,0.23,-0.07,0
20110624,-1.1,0.49,0.08,0.12,-0.27,0
20110627,0.89,0.09,-0.03,0.2,-0.31,0
20110628,1.36,0.41,-0.53,-0.14,-0.03,0
20110629,0.77,-0.63,0.66,-0.37,0.41,0
20110630,0.99,0.1,-0.24,0.02,0.29,0
20110701,1.45,0,0.16,0.03,0.15,0
20110705,-0.08,0.19,-0.85,0.42,-0.53,0
20110706,0.18,0.36,-0.59,0.29,0,0
20110707,1.1,0.48,0.16,-0.17,-0.3,0
20110708,-0.67,-0.01,-0.41,0.33,-0.14,0
20110711,-1.91,-0.14,-0.35,0.79,0.01,0
20110712,-0.45,0.05,0.44,0.1,0.22,0
20110713,0.45,0.55,-0.13,-0.19,-0.14,0
20110714,-0.82,-0.79,0.14,0.26,0.16,0
20110715,0.58,0.06,-0.51,0.13,-0.65,0
20110718,-0.94,-0.57,-0.43,0.64,-0.38,0
20110719,1.72,0.55,-0.65,0.14,-0.33,0
20110720,-0.1,-0.22,0.78,-0.06,0.45,0
20110721,1.29,-0.3,1.1,-0.49,0.3,0
20110722,0.1,-0.14,-0.69,-0.11,-0.59,0
20110725,-0.68,-0.55,0.14,0.27,-0.16,0
